OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost,,
SO - 0005797,4/6/2016,158,Wholesale,USD,AXW291,19,14,9,"3,999.90","35,999.10","2,719.93",,
SO - 0005798,4/6/2016,130,Wholesale,USD,GUT930,33,2,12,"6,110.40","73,324.80","3,299.62",,
SO - 0005799,4/7/2016,109,Export,USD,GUT930,44,19,11,167.50,"1,842.50",132.33,,
SO - 0005800,4/7/2016,175,Wholesale,USD,AXW291,8,25,9,"4,006.60","36,059.40","3,325.48",,
SO - 0005801,4/7/2016,47,Wholesale,USD,GUT930,38,15,12,"3,966.40","47,596.80","2,498.83",,
SO - 0005802,4/7/2016,161,Export,USD,NXH382,49,21,7,971.50,"6,800.50",573.19,,
SO - 0005803,4/7/2016,93,Wholesale,USD,FLR025,61,26,12,991.60,"11,899.20",565.21,,
SO - 0005804,4/7/2016,34,Wholesale,USD,GUT930,46,24,6,"2,646.50","15,879.00","1,243.86",,
SO - 0005805,4/7/2016,29,Wholesale,USD,AXW291,7,4,5,"3,718.50","18,592.50","2,751.69",,
SO - 0005806,4/7/2016,16,Distributor,USD,GUT930,45,26,6,"2,278.00","13,668.00","1,321.24",,
SO - 0005807,4/7/2016,126,Wholesale,USD,NXH382,51,25,11,"1,708.50","18,793.50","1,178.87",,
SO - 0005808,4/7/2016,141,Export,USD,AXW291,30,8,5,"5,902.70","29,513.50","4,958.27",,
SO - 0005809,4/8/2016,13,Distributor,USD,AXW291,10,15,9,227.80,"2,050.20",184.52,,
SO - 0005810,4/8/2016,63,Wholesale,USD,NXH382,55,7,11,"1,902.80","20,930.80","1,217.79",,
SO - 0005811,4/8/2016,30,Distributor,USD,GUT930,45,16,10,"3,966.40","39,664.00","2,895.47",,
SO - 0005812,4/8/2016,159,Wholesale,USD,NXH382,54,12,7,"1,085.40","7,597.80",716.36,,
SO - 0005813,4/8/2016,106,Wholesale,USD,AXW291,1,13,7,"1,159.10","8,113.70",788.19,,
SO - 0005814,4/8/2016,82,Distributor,USD,GUT930,38,26,9,"5,226.00","47,034.00","4,442.10",,
SO - 0005815,4/8/2016,174,Wholesale,USD,GUT930,41,14,6,"1,849.20","11,095.20","1,423.88",,
SO - 0005816,4/8/2016,49,Distributor,USD,GUT930,47,13,10,"1,989.90","19,899.00",895.46,,
SO - 0005817,4/8/2016,45,Wholesale,USD,GUT930,35,4,12,"3,959.70","47,516.40","3,167.76",,
SO - 0005818,4/8/2016,85,Wholesale,USD,NXH382,50,26,12,221.10,"2,653.20",172.46,,
SO - 0005819,4/8/2016,46,Distributor,USD,AXW291,9,14,10,"3,711.80","37,118.00","2,524.02",,
SO - 0005820,4/8/2016,126,Distributor,USD,AXW291,19,19,10,"3,939.60","39,396.00","3,348.66",,
SO - 0005821,4/8/2016,74,Wholesale,USD,NXH382,49,2,5,180.90,904.50,133.87,,
SO - 0005822,4/9/2016,137,Wholesale,USD,GUT930,38,14,9,"1,045.20","9,406.80",888.42,,
SO - 0005823,4/9/2016,36,Wholesale,USD,GUT930,44,11,12,958.10,"11,497.20",440.73,,
SO - 0005824,4/9/2016,112,Wholesale,USD,AXW291,1,22,6,"1,112.20","6,673.20",778.54,,
SO - 0005825,4/10/2016,119,Distributor,USD,NXH382,55,3,12,"1,889.40","22,672.80",906.91,,
SO - 0005826,4/10/2016,38,Wholesale,USD,NXH382,48,28,10,"1,112.20","11,122.00",745.17,,
SO - 0005827,4/10/2016,97,Distributor,USD,AXW291,11,5,9,268.00,"2,412.00",203.68,,
SO - 0005828,4/10/2016,157,Distributor,USD,NXH382,59,11,5,"3,437.10","17,185.50","2,199.74",,
SO - 0005829,4/10/2016,48,Export,USD,AXW291,25,25,10,"1,125.60","11,256.00",574.06,,
SO - 0005830,4/10/2016,104,Distributor,USD,NXH382,55,15,6,"1,078.70","6,472.20",722.73,,
SO - 0005831,4/11/2016,35,Export,USD,NXH382,57,2,5,268.00,"1,340.00",176.88,,
SO - 0005832,4/11/2016,150,Distributor,USD,FLR025,64,16,12,"2,244.50","26,934.00","1,122.25",,
SO - 0005833,4/11/2016,159,Wholesale,USD,NXH382,51,25,7,"2,914.50","20,401.50","1,690.41",,
SO - 0005834,4/11/2016,65,Wholesale,USD,AXW291,1,16,7,"3,906.10","27,342.70","2,538.97",,
SO - 0005835,4/11/2016,17,Export,USD,AXW291,29,24,12,"1,092.10","13,105.20",709.87,,
SO - 0005836,4/11/2016,130,Wholesale,USD,AXW291,8,1,12,670.00,"8,040.00",569.50,,
SO - 0005837,4/11/2016,131,Export,USD,FLR025,61,2,7,"1,246.20","8,723.40",660.49,,
SO - 0005838,4/11/2016,105,Wholesale,USD,NXH382,57,1,12,"3,859.20","46,310.40","2,817.22",,
SO - 0005839,4/11/2016,69,Export,USD,AXW291,15,30,7,"3,872.60","27,108.20","2,865.72",,
SO - 0005840,4/11/2016,33,Export,USD,AXW291,6,17,12,857.60,"10,291.20",488.83,,
SO - 0005841,4/12/2016,123,Distributor,USD,AXW291,16,26,5,268.00,"1,340.00",163.48,,
SO - 0005842,4/12/2016,25,Wholesale,USD,GUT930,32,10,6,254.60,"1,527.60",155.31,,
SO - 0005843,4/12/2016,141,Wholesale,USD,NXH382,59,26,5,"2,479.00","12,395.00","1,041.18",,
SO - 0005844,4/12/2016,14,Distributor,USD,GUT930,46,30,10,"2,211.00","22,110.00","1,127.61",,
SO - 0005845,4/12/2016,160,Wholesale,USD,NXH382,52,24,11,"2,412.00","26,532.00","1,688.40",,
SO - 0005846,4/12/2016,22,Wholesale,USD,FLR025,65,25,8,"1,855.90","14,847.20","1,280.57",,
SO - 0005847,4/12/2016,49,Distributor,USD,AXW291,16,14,10,"3,819.00","38,190.00","2,482.35",,
SO - 0005848,4/12/2016,111,Wholesale,USD,AXW291,27,4,5,917.90,"4,589.50",780.22,,
SO - 0005849,4/12/2016,94,Wholesale,USD,NXH382,51,23,5,"3,778.80","18,894.00","1,662.67",,
SO - 0005850,4/13/2016,109,Export,USD,AXW291,3,20,8,"3,919.50","31,356.00","2,665.26",,
SO - 0005851,4/13/2016,155,Wholesale,USD,AXW291,16,20,9,"1,092.10","9,828.90",917.36,,
SO - 0005852,4/13/2016,127,Wholesale,USD,AXW291,2,13,9,938.00,"8,442.00",750.40,,
SO - 0005853,4/13/2016,135,Distributor,USD,AXW291,16,25,6,"2,244.50","13,467.00","1,077.36",,
SO - 0005854,4/13/2016,113,Export,USD,NXH382,57,21,9,"2,338.30","21,044.70","1,215.92",,
SO - 0005855,4/13/2016,164,Distributor,USD,AXW291,28,14,11,"3,899.40","42,893.40","2,456.62",,
SO - 0005856,4/13/2016,82,Wholesale,USD,NXH382,55,26,8,"1,051.90","8,415.20",852.04,,
SO - 0005857,4/13/2016,15,Wholesale,USD,AXW291,1,26,9,"1,072.00","9,648.00",600.32,,
SO - 0005858,4/14/2016,53,Export,USD,AXW291,16,15,10,"1,768.80","17,688.00",955.15,,
SO - 0005859,4/14/2016,70,Wholesale,USD,AXW291,29,2,7,180.90,"1,266.30",144.72,,
SO - 0005860,4/14/2016,7,Wholesale,USD,NXH382,47,26,11,241.20,"2,653.20",161.60,,
SO - 0005861,4/14/2016,136,Export,USD,FLR025,62,14,5,"1,869.30","9,346.50",972.04,,
SO - 0005862,4/14/2016,50,Distributor,USD,FLR025,66,4,5,"2,921.20","14,606.00","2,366.17",,
SO - 0005863,4/15/2016,91,Distributor,USD,NXH382,54,26,10,"1,795.60","17,956.00","1,059.40",,
SO - 0005864,4/15/2016,130,Wholesale,USD,NXH382,51,10,5,911.20,"4,556.00",492.05,,
SO - 0005865,4/15/2016,126,Distributor,USD,AXW291,18,15,8,"5,601.20","44,809.60","2,632.56",,
SO - 0005866,4/15/2016,96,Wholesale,USD,GUT930,42,17,9,"5,313.10","47,817.90","3,028.47",,
SO - 0005867,4/15/2016,127,Wholesale,USD,AXW291,13,10,8,991.60,"7,932.80",773.45,,
SO - 0005868,4/15/2016,65,Distributor,USD,AXW291,5,12,9,"2,994.90","26,954.10","2,126.38",,
SO - 0005869,4/15/2016,63,Distributor,USD,AXW291,30,3,12,"2,003.30","24,039.60","1,201.98",,
SO - 0005870,4/15/2016,51,Distributor,USD,AXW291,13,25,9,"1,132.30","10,190.70",713.35,,
SO - 0005871,4/15/2016,132,Wholesale,USD,GUT930,31,16,12,991.60,"11,899.20",743.70,,
SO - 0005872,4/15/2016,133,Export,USD,GUT930,40,1,8,"1,018.40","8,147.20",549.94,,
SO - 0005873,4/15/2016,3,Export,USD,FLR025,66,4,5,690.10,"3,450.50",496.87,,
SO - 0005874,4/16/2016,23,Wholesale,USD,AXW291,27,1,8,"1,849.20","14,793.60","1,275.95",,
SO - 0005875,4/16/2016,11,Wholesale,USD,GUT930,35,15,5,"2,378.50","11,892.50","1,902.80",,
SO - 0005876,4/16/2016,107,Distributor,USD,GUT930,40,26,11,"3,953.00","43,483.00","2,767.10",,
SO - 0005877,4/16/2016,66,Wholesale,USD,NXH382,49,15,5,"1,072.00","5,360.00",793.28,,
SO - 0005878,4/16/2016,100,Distributor,USD,AXW291,7,29,5,207.70,"1,038.50",120.47,,
SO - 0005879,4/16/2016,79,Wholesale,USD,FLR025,63,1,6,227.80,"1,366.80",109.34,,
SO - 0005880,4/16/2016,103,Wholesale,USD,AXW291,6,14,12,"2,365.10","28,381.20","1,348.11",,
SO - 0005881,4/17/2016,45,Wholesale,USD,AXW291,18,26,11,"5,118.80","56,306.80","2,149.90",,
SO - 0005882,4/17/2016,122,Wholesale,USD,NXH382,53,25,8,"6,344.90","50,759.20","3,743.49",,
SO - 0005883,4/17/2016,168,Wholesale,USD,AXW291,12,1,11,"2,566.10","28,227.10","1,539.66",,
SO - 0005884,4/17/2016,112,Wholesale,USD,GUT930,37,26,7,"1,735.30","12,147.10","1,180.00",,
SO - 0005885,4/17/2016,113,Wholesale,USD,GUT930,42,5,11,"1,132.30","12,455.30",634.09,,
SO - 0005886,4/18/2016,26,Wholesale,USD,GUT930,46,1,5,221.10,"1,105.50",145.93,,
SO - 0005887,4/18/2016,175,Export,USD,NXH382,54,16,6,"1,226.10","7,356.60",514.96,,
SO - 0005888,4/18/2016,100,Distributor,USD,AXW291,2,13,9,"3,926.20","35,335.80","3,140.96",,
SO - 0005889,4/18/2016,164,Wholesale,USD,AXW291,21,5,12,"2,532.60","30,391.20","1,696.84",,
SO - 0005890,4/18/2016,52,Distributor,USD,GUT930,44,14,7,"2,003.30","14,023.10",901.49,,
SO - 0005891,4/18/2016,135,Wholesale,USD,AXW291,13,4,7,"1,969.80","13,788.60","1,654.63",,
SO - 0005892,4/18/2016,153,Wholesale,USD,AXW291,22,3,12,247.90,"2,974.80",193.36,,
SO - 0005893,4/18/2016,79,Export,USD,AXW291,25,15,11,"1,782.20","19,604.20","1,514.87",,
SO - 0005894,4/19/2016,125,Distributor,USD,NXH382,51,1,10,"3,852.50","38,525.00","2,234.45",,
SO - 0005895,4/19/2016,151,Distributor,USD,AXW291,13,15,8,"5,721.80","45,774.40","4,863.53",,
SO - 0005896,4/19/2016,142,Distributor,USD,GUT930,40,5,8,"2,452.20","19,617.60","1,642.97",,
SO - 0005897,4/19/2016,41,Wholesale,USD,FLR025,66,2,12,857.60,"10,291.20",548.86,,
SO - 0005898,4/19/2016,152,Wholesale,USD,NXH382,57,5,11,261.30,"2,874.30",175.07,,
SO - 0005899,4/19/2016,33,Wholesale,USD,AXW291,23,13,7,"5,266.20","36,863.40","2,791.09",,
SO - 0005900,4/19/2016,129,Distributor,USD,AXW291,4,11,6,"5,936.20","35,617.20","2,849.38",,
SO - 0005901,4/19/2016,3,Wholesale,USD,AXW291,6,14,7,"3,021.70","21,151.90","1,843.24",,
SO - 0005902,4/19/2016,14,Export,USD,AXW291,30,4,8,"1,005.00","8,040.00",804.00,,
SO - 0005903,4/20/2016,15,Wholesale,USD,AXW291,11,25,7,"2,472.30","17,306.10","1,236.15",,
SO - 0005904,4/20/2016,118,Wholesale,USD,FLR025,66,23,12,"1,031.80","12,381.60",495.26,,
SO - 0005905,4/20/2016,94,Distributor,USD,AXW291,21,25,8,"1,011.70","8,093.60",576.67,,
SO - 0005906,4/20/2016,128,Wholesale,USD,NXH382,59,25,6,"2,217.70","13,306.20","1,618.92",,
SO - 0005907,4/20/2016,129,Export,USD,NXH382,47,5,5,"1,045.20","5,226.00",533.05,,
SO - 0005908,4/21/2016,28,Wholesale,USD,AXW291,5,25,10,"1,313.20","13,132.00",945.50,,
SO - 0005909,4/21/2016,4,Wholesale,USD,AXW291,18,17,9,"3,859.20","34,732.80","1,813.82",,
SO - 0005910,4/21/2016,124,Wholesale,USD,NXH382,48,7,8,"6,552.60","52,420.80","3,866.03",,
SO - 0005911,4/21/2016,138,Wholesale,USD,AXW291,26,14,9,"1,855.90","16,703.10",965.07,,
SO - 0005912,4/21/2016,53,Wholesale,USD,NXH382,54,14,12,214.40,"2,572.80",150.08,,
SO - 0005913,4/21/2016,166,Distributor,USD,FLR025,62,8,11,"1,051.90","11,570.90",673.22,,
SO - 0005914,4/21/2016,20,Export,USD,AXW291,22,25,10,"1,212.70","12,127.00","1,006.54",,
SO - 0005915,4/21/2016,45,Wholesale,USD,AXW291,6,9,10,"3,886.00","38,860.00","1,748.70",,
SO - 0005916,4/21/2016,20,Distributor,USD,AXW291,26,30,11,"5,808.90","63,897.90","2,555.92",,
SO - 0005917,4/22/2016,17,Wholesale,USD,AXW291,23,14,6,194.30,"1,165.80",126.30,,
SO - 0005918,4/22/2016,35,Wholesale,USD,NXH382,56,11,8,"1,768.80","14,150.40",760.58,,
SO - 0005919,4/22/2016,117,Wholesale,USD,GUT930,32,28,9,"3,999.90","35,999.10","2,159.95",,
SO - 0005920,4/22/2016,17,Wholesale,USD,GUT930,42,4,11,"3,242.80","35,670.80","2,756.38",,
SO - 0005921,4/22/2016,134,Distributor,USD,GUT930,42,25,5,"2,566.10","12,830.50","1,796.27",,
SO - 0005922,4/23/2016,107,Wholesale,USD,AXW291,19,4,7,"1,011.70","7,081.90",708.19,,
SO - 0005923,4/23/2016,76,Wholesale,USD,GUT930,39,5,10,971.50,"9,715.00",437.18,,
SO - 0005924,4/23/2016,10,Wholesale,USD,AXW291,18,19,5,"5,179.10","25,895.50","2,434.18",,
SO - 0005925,4/23/2016,58,Wholesale,USD,AXW291,7,26,8,"1,045.20","8,361.60",742.09,,
SO - 0005926,4/23/2016,139,Distributor,USD,FLR025,62,28,6,"5,494.00","32,964.00","2,747.00",,
SO - 0005927,4/23/2016,89,Wholesale,USD,GUT930,41,2,9,221.10,"1,989.90",161.40,,
SO - 0005928,4/23/2016,37,Wholesale,USD,GUT930,32,12,8,"3,906.10","31,248.80","2,421.78",,
SO - 0005929,4/23/2016,172,Wholesale,USD,NXH382,55,3,10,241.20,"2,412.00",130.25,,
SO - 0005930,4/24/2016,128,Wholesale,USD,FLR025,65,25,9,"1,132.30","10,190.70",871.87,,
SO - 0005931,4/24/2016,47,Wholesale,USD,AXW291,4,25,11,"1,139.00","12,529.00",933.98,,
SO - 0005932,4/24/2016,85,Wholesale,USD,GUT930,42,18,8,"6,344.90","50,759.20","3,616.59",,
SO - 0005933,4/24/2016,133,Wholesale,USD,AXW291,16,1,9,971.50,"8,743.50",680.05,,
SO - 0005934,4/24/2016,152,Distributor,USD,AXW291,29,26,10,"3,865.90","38,659.00","1,585.02",,
SO - 0005935,4/24/2016,116,Distributor,USD,FLR025,65,28,5,268.00,"1,340.00",184.92,,
SO - 0005936,4/24/2016,17,Wholesale,USD,AXW291,21,26,12,"1,051.90","12,622.80",599.58,,
SO - 0005937,4/24/2016,141,Wholesale,USD,AXW291,7,13,11,"1,058.60","11,644.60",561.06,,
SO - 0005938,4/24/2016,62,Wholesale,USD,AXW291,15,30,5,"1,025.10","5,125.50",584.31,,
SO - 0005939,4/24/2016,104,Distributor,USD,GUT930,41,25,11,241.20,"2,653.20",115.78,,
SO - 0005940,4/24/2016,69,Export,USD,GUT930,41,13,6,"5,212.60","31,275.60","2,814.80",,
SO - 0005941,4/24/2016,155,Wholesale,USD,NXH382,53,2,8,"1,943.00","15,544.00",952.07,,
SO - 0005942,4/24/2016,79,Distributor,USD,GUT930,42,17,12,"5,822.30","69,867.60","4,599.62",,
SO - 0005943,4/24/2016,99,Export,USD,AXW291,15,28,7,696.80,"4,877.60",383.24,,
SO - 0005944,4/25/2016,164,Wholesale,USD,GUT930,40,9,6,"3,993.20","23,959.20","2,076.46",,
SO - 0005945,4/25/2016,25,Distributor,USD,GUT930,44,11,5,"5,956.30","29,781.50","3,216.40",,
SO - 0005946,4/25/2016,48,Distributor,USD,NXH382,58,26,12,"2,505.80","30,069.60","1,904.41",,
SO - 0005947,4/25/2016,100,Wholesale,USD,AXW291,10,7,12,"3,463.90","41,566.80","2,909.68",,
SO - 0005948,4/25/2016,141,Export,USD,AXW291,6,5,6,"5,835.70","35,014.20","2,917.85",,
SO - 0005949,4/25/2016,25,Wholesale,USD,NXH382,52,13,11,"2,211.00","24,321.00",950.73,,
SO - 0005950,4/25/2016,123,Distributor,USD,AXW291,7,15,9,"3,691.70","33,225.30","2,990.28",,
SO - 0005951,4/26/2016,40,Wholesale,USD,AXW291,6,28,8,"3,819.00","30,552.00","2,902.44",,
SO - 0005952,4/26/2016,35,Wholesale,USD,GUT930,45,14,10,"1,889.40","18,894.00","1,322.58",,
SO - 0005953,4/26/2016,18,Wholesale,USD,NXH382,57,1,9,"2,211.00","19,899.00","1,238.16",,
SO - 0005954,4/26/2016,113,Wholesale,USD,AXW291,26,29,6,"1,259.60","7,557.60",831.34,,
SO - 0005955,4/26/2016,33,Wholesale,USD,NXH382,53,1,8,268.00,"2,144.00",147.40,,
SO - 0005956,4/26/2016,44,Distributor,USD,AXW291,4,2,7,"3,892.70","27,248.90","2,452.40",,
SO - 0005957,4/26/2016,76,Distributor,USD,GUT930,35,25,6,"3,986.50","23,919.00","2,710.82",,
SO - 0005958,4/26/2016,75,Wholesale,USD,AXW291,18,26,11,"1,681.70","18,498.70","1,109.92",,
SO - 0005959,4/26/2016,130,Wholesale,USD,NXH382,52,26,11,"1,112.20","12,234.20",567.22,,
SO - 0005960,4/26/2016,20,Distributor,USD,AXW291,28,26,10,"2,539.30","25,393.00","1,498.19",,
SO - 0005961,4/26/2016,87,Wholesale,USD,GUT930,46,2,8,"1,829.10","14,632.80",951.13,,
SO - 0005962,4/27/2016,94,Wholesale,USD,AXW291,20,25,9,"5,594.50","50,350.50","4,083.99",,
SO - 0005963,4/27/2016,132,Distributor,USD,GUT930,32,9,10,174.20,"1,742.00",130.65,,
SO - 0005964,4/27/2016,49,Wholesale,USD,AXW291,21,26,8,"5,688.30","45,506.40","2,673.50",,
SO - 0005965,4/27/2016,108,Export,USD,AXW291,20,26,6,"1,748.70","10,492.20",944.30,,
SO - 0005966,4/27/2016,99,Export,USD,FLR025,61,1,8,"1,795.60","14,364.80",772.11,,
SO - 0005967,4/27/2016,136,Export,USD,GUT930,36,13,9,"1,051.90","9,467.10",694.25,,
SO - 0005968,4/27/2016,30,Wholesale,USD,GUT930,40,18,9,194.30,"1,748.70",106.87,,
SO - 0005969,4/27/2016,61,Wholesale,USD,AXW291,18,13,12,"1,721.90","20,662.80",843.73,,
SO - 0005970,4/28/2016,71,Wholesale,USD,GUT930,46,2,10,944.70,"9,447.00",472.35,,
SO - 0005971,4/28/2016,75,Distributor,USD,AXW291,27,2,9,"1,112.20","10,009.80",800.78,,
SO - 0005972,4/28/2016,168,Wholesale,USD,NXH382,52,4,6,"3,035.10","18,210.60","1,699.66",,
SO - 0005973,4/28/2016,174,Distributor,USD,NXH382,48,1,12,"3,229.40","38,752.80","1,453.23",,
SO - 0005974,4/28/2016,123,Wholesale,USD,GUT930,40,26,8,"3,865.90","30,927.20","3,092.72",,
SO - 0005975,4/28/2016,13,Wholesale,USD,AXW291,8,26,11,931.30,"10,244.30",754.35,,
SO - 0005976,4/28/2016,112,Wholesale,USD,AXW291,31,4,7,"1,212.70","8,488.90",812.51,,
SO - 0005977,4/28/2016,64,Distributor,USD,AXW291,25,17,5,"5,695.00","28,475.00","2,676.65",,
SO - 0005978,4/28/2016,102,Wholesale,USD,NXH382,50,16,10,"3,926.20","39,262.00","2,748.34",,
SO - 0005979,4/29/2016,118,Wholesale,USD,GUT930,32,23,11,"1,172.50","12,897.50",492.45,,
SO - 0005980,4/29/2016,65,Wholesale,USD,AXW291,10,5,5,998.30,"4,991.50",808.62,,
SO - 0005981,4/29/2016,143,Distributor,USD,AXW291,22,5,10,"2,311.50","23,115.00","1,086.41",,
SO - 0005982,4/29/2016,100,Export,USD,AXW291,16,15,11,"5,554.30","61,097.30","2,777.15",,
SO - 0005983,4/29/2016,168,Distributor,USD,AXW291,19,25,8,167.50,"1,340.00",70.35,,
SO - 0005984,4/29/2016,7,Wholesale,USD,AXW291,14,14,9,"2,505.80","22,552.20","1,303.02",,
SO - 0005985,4/29/2016,84,Wholesale,USD,FLR025,62,14,7,"1,139.00","7,973.00",683.40,,
SO - 0005986,4/29/2016,142,Wholesale,USD,AXW291,18,13,11,"3,939.60","43,335.60","2,560.74",,
SO - 0005987,4/29/2016,140,Export,USD,FLR025,63,13,9,"1,969.80","17,728.20","1,398.56",,
SO - 0005988,4/29/2016,18,Wholesale,USD,AXW291,16,3,9,"1,005.00","9,045.00",743.70,,
SO - 0005989,4/29/2016,141,Distributor,USD,AXW291,3,2,6,864.30,"5,185.80",380.29,,
SO - 0005990,4/29/2016,92,Wholesale,USD,GUT930,38,22,9,227.80,"2,050.20",150.35,,
SO - 0005991,4/29/2016,147,Distributor,USD,AXW291,22,9,10,"1,072.00","10,720.00",428.80,,
SO - 0005992,4/30/2016,116,Distributor,USD,GUT930,32,3,7,743.70,"5,205.90",557.78,,
SO - 0005993,4/30/2016,55,Distributor,USD,GUT930,32,15,5,"1,896.10","9,480.50",948.05,,
SO - 0005994,4/30/2016,123,Wholesale,USD,AXW291,4,16,9,"1,862.60","16,763.40","1,564.58",,
SO - 0005995,4/30/2016,74,Distributor,USD,NXH382,52,19,6,"3,872.60","23,235.60","3,059.35",,
SO - 0005996,4/30/2016,136,Distributor,USD,GUT930,42,25,12,"2,479.00","29,748.00","1,512.19",,
SO - 0005997,4/30/2016,109,Export,USD,GUT930,45,3,7,"1,715.20","12,006.40","1,200.64",,
SO - 0005998,4/30/2016,13,Wholesale,USD,GUT930,44,13,10,"3,845.80","38,458.00","1,884.44",,
SO - 0005999,4/30/2016,122,Distributor,USD,GUT930,36,6,8,"3,202.60","25,620.80","2,049.66",,
SO - 0006000,4/30/2016,12,Distributor,USD,NXH382,58,3,9,730.30,"6,572.70",438.18,,
SO - 0006001,4/30/2016,122,Distributor,USD,NXH382,47,14,10,"1,889.40","18,894.00","1,549.31",,
SO - 0006002,5/1/2016,50,Wholesale,USD,GUT930,37,13,11,"3,979.80","43,777.80","3,343.03",,
SO - 0006003,5/1/2016,3,Distributor,USD,AXW291,15,25,6,"1,949.70","11,698.20","1,559.76",,
SO - 0006004,5/1/2016,90,Export,USD,AXW291,7,26,9,"2,244.50","20,200.50","1,683.38",,
SO - 0006005,5/1/2016,67,Export,USD,AXW291,29,14,9,"2,512.50","22,612.50","1,231.13",,
SO - 0006006,5/1/2016,65,Wholesale,USD,AXW291,28,29,7,984.90,"6,894.30",679.58,,
SO - 0006007,5/1/2016,102,Wholesale,USD,NXH382,48,17,9,"1,118.90","10,070.10",704.91,,
SO - 0006008,5/1/2016,100,Wholesale,USD,AXW291,31,4,10,"5,835.70","58,357.00","2,509.35",,
SO - 0006009,5/1/2016,27,Wholesale,USD,FLR025,64,18,11,"2,860.90","31,469.90","2,288.72",,
SO - 0006010,5/1/2016,80,Export,USD,AXW291,16,6,10,"6,304.70","63,047.00","3,026.26",,
SO - 0006011,5/2/2016,62,Wholesale,USD,AXW291,18,14,6,"3,262.90","19,577.40","1,925.11",,
SO - 0006012,5/2/2016,81,Wholesale,USD,AXW291,8,22,8,227.80,"1,822.40",95.68,,
SO - 0006013,5/2/2016,27,Export,USD,AXW291,27,26,7,"3,839.10","26,873.70","1,727.60",,
SO - 0006014,5/2/2016,122,Distributor,USD,AXW291,4,5,7,180.90,"1,266.30",86.83,,
SO - 0006015,5/2/2016,25,Wholesale,USD,NXH382,49,25,5,221.10,"1,105.50",148.14,,
SO - 0006016,5/2/2016,135,Wholesale,USD,AXW291,16,6,11,884.40,"9,728.40",442.20,,
SO - 0006017,5/2/2016,75,Export,USD,NXH382,48,20,5,"1,775.50","8,877.50","1,296.12",,
SO - 0006018,5/2/2016,89,Distributor,USD,AXW291,13,25,9,"1,065.30","9,587.70",522.00,,
SO - 0006019,5/2/2016,9,Wholesale,USD,AXW291,15,3,6,"3,879.30","23,275.80","1,823.27",,
SO - 0006020,5/3/2016,48,Wholesale,USD,AXW291,22,14,10,"5,118.80","51,188.00","3,890.29",,
SO - 0006021,5/3/2016,82,Distributor,USD,AXW291,5,25,11,904.50,"9,949.50",515.57,,
SO - 0006022,5/4/2016,173,Wholesale,USD,GUT930,41,13,11,"1,742.00","19,162.00",992.94,,
SO - 0006023,5/4/2016,15,Wholesale,USD,FLR025,60,15,10,"4,013.30","40,133.00","2,688.91",,
SO - 0006024,5/4/2016,3,Wholesale,USD,GUT930,45,1,11,"1,306.50","14,371.50","1,084.40",,
SO - 0006025,5/4/2016,168,Wholesale,USD,AXW291,7,29,5,"3,222.70","16,113.50","2,610.39",,
SO - 0006026,5/4/2016,111,Distributor,USD,GUT930,38,15,5,"3,973.10","19,865.50","1,907.09",,
SO - 0006027,5/4/2016,10,Wholesale,USD,AXW291,7,20,7,"1,078.70","7,550.90",539.35,,
SO - 0006028,5/4/2016,111,Export,USD,AXW291,9,2,12,"3,926.20","47,114.40","1,845.31",,
SO - 0006029,5/4/2016,140,Export,USD,NXH382,53,23,7,201.00,"1,407.00",84.42,,
SO - 0006030,5/5/2016,53,Wholesale,USD,GUT930,32,26,11,"3,685.00","40,535.00","2,395.25",,
SO - 0006031,5/5/2016,125,Wholesale,USD,GUT930,40,26,6,"3,530.90","21,185.40","1,482.98",,
SO - 0006032,5/5/2016,163,Distributor,USD,AXW291,12,15,5,777.20,"3,886.00",349.74,,
SO - 0006033,5/5/2016,67,Wholesale,USD,AXW291,23,28,11,871.00,"9,581.00",426.79,,
SO - 0006034,5/5/2016,71,Wholesale,USD,AXW291,7,14,12,"1,139.00","13,668.00",569.50,,
SO - 0006035,5/5/2016,24,Wholesale,USD,AXW291,15,21,11,167.50,"1,842.50",118.93,,
SO - 0006036,5/6/2016,126,Wholesale,USD,AXW291,7,4,7,201.00,"1,407.00",120.60,,
SO - 0006037,5/6/2016,14,Distributor,USD,AXW291,24,10,7,"5,607.90","39,255.30","4,149.85",,
SO - 0006038,5/6/2016,63,Distributor,USD,NXH382,58,26,9,"3,886.00","34,974.00","2,059.58",,
SO - 0006039,5/6/2016,68,Wholesale,USD,GUT930,46,5,7,"3,343.30","23,403.10","2,407.18",,
SO - 0006040,5/6/2016,156,Distributor,USD,GUT930,41,15,9,"2,814.00","25,326.00","1,181.88",,
SO - 0006041,5/6/2016,7,Wholesale,USD,AXW291,24,26,12,991.60,"11,899.20",505.72,,
SO - 0006042,5/6/2016,51,Export,USD,GUT930,39,12,9,"1,159.10","10,431.90",475.23,,
SO - 0006043,5/7/2016,67,Wholesale,USD,GUT930,44,5,7,"2,499.10","17,493.70","1,074.61",,
SO - 0006044,5/7/2016,130,Wholesale,USD,GUT930,35,11,7,"2,298.10","16,086.70","1,493.77",,
SO - 0006045,5/7/2016,33,Wholesale,USD,AXW291,28,13,12,"1,139.00","13,668.00",569.50,,
